,CNV,CNV,CNV,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2
ANKRD36BL1,-0.46565489579999997,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD43,-0.029857671450000012,0.28226680999307774,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD57,-0.1538976023,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD58,0.05978950486,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ANTXRL,-0.11164638362999998,0.12477870166606898,8.0,,,,,,,,,,,,,,,,,,,,,,,,
ANUBL1,-0.199241053,0.18465156038757197,12.0,,,,,,,,,,,,,,,,,,,,,,,,
ANXA10,-0.09588245456,0.12854219054889213,19.0,,,,,,,,,,,,,,,,,,,,,,,,
ANXA2,0.098411008105,0.1412632306667189,10.0,,,,,,,,,,,,,,,,,,,,,,,,
AOF1,0.0036036360549999997,0.13777413578914038,12.0,,,,,,,,,,,,,,,,,,,,,,,,
AOX2P,0.08463538501000001,0.09673795337382825,5.0,,,,,,,,,,,,,,,,,,,,,,,,
AP1GBP1,0.119204704,0.1231124261624184,18.0,,,,,,,,,,,,,,,,,,,,,,,,
AP1S2,-0.20618401135000003,0.20752211848661373,6.0,,,,,,,,,,,,,,,,,,,,,,,,
APOB48R,0.446600715,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
APOBEC3B,0.10697092356999999,0.24782647895971538,2.0,,,,,,,,,,,,,,,,,,,,,,,,
APOL4,0.03754381222,0.06168428679795545,3.0,,,,,,,,,,,,,,,,,,,,,,,,
ARD1A,0.08281418802,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ARD1B,-0.3055540718,0.28649525402664044,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP11A,0.084258371935,0.09185738483054805,4.0,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF5,-0.3125376554,0.02419944604588036,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ARID4A,-0.13352708595,0.11405123835900084,16.0,,,,,,,,,,,,,,,,,,,,,,,,
ARL9,0.03435615056500001,0.1790299501682373,4.0,,,,,,,,,,,,,,,,,,,,,,,,
ARMCX2,-0.039676782630000004,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ARPM1,-0.11672991869999999,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ARPP-21,-0.025641494900000002,0.15172068542096928,39.0,,,,,,,,,,,,,,,,,,,,,,,,
ASAH2B,-0.2463980347,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ASAM,0.10452190609999999,0.11030232624991101,23.0,,,,,,,,,,,,,,,,,,,,,,,,
ASFMR1,-0.2023099562,0.27752868359374816,3.0,,,,,,,,,,,,,,,,,,,,,,,,
ASMT,0.09800065228,0.2213023076424149,17.0,,,,,,,,,,,,,,,,,,,,,,,,
ASMTL,-0.001343461385,0.2404221208455891,13.0,,,,,,,,,,,,,,,,,,,,,,,,
ASXL2,0.005240021142,0.1873747154767808,25.0,,,,,,,,,,,,,,,,,,,,,,,,
ATAD3A,0.2903206642,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ATAD4,0.10294144663,0.04574274427933509,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ATG9B,0.14372217315,0.05303179583015064,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ATOH7,0.5743767781,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ATP12A,-0.24807599030000002,0.21472035816116786,5.0,,,,,,,,,,,,,,,,,,,,,,,,
ATP5E,0.06064608221,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ATPBD3,0.04876987144999999,0.24640579497431467,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ATPGD1,0.24412086719999998,0.1178647182272841,3.0,,,,,,,,,,,,,,,,,,,,,,,,
ATXN8OS,-0.08466505622000002,0.3000444773091486,5.0,,,,,,,,,,,,,,,,,,,,,,,,
BAGE2,0.021800331769999997,0.06732084123411419,5.0,,,,,,,,,,,,,,,,,,,,,,,,
BAHCC1,0.10813139005,0.12058768159175316,12.0,,,,,,,,,,,,,,,,,,,,,,,,
BAI1,0.23744444425,0.20701783189501077,14.0,,,,,,,,,,,,,,,,,,,,,,,,
BASE,-0.03952262499,0.1223373847712072,5.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT1,0.20646857789999998,0.10853855748224833,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT2,0.15695257915,0.13043784582702123,4.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT2D1,0.02922968021,0.18614632841777504,21.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT2L,0.1395360868,0.13791244262261027,13.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT3,0.1213148835,0.09689549449488337,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT4,-0.021113868750000007,0.1878098636349586,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BAT5,0.085057688075,0.16851677537429732,4.0,,,,,,,,,,,,,,,,,,,,,,,,
BCAR4,0.14059569985,0.05293540345800338,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BCL8,-0.2298071022,0.10003875349085108,13.0,,,,,,,,,,,,,,,,,,,,,,,,
BCORL2,0.273550758345,0.3368881699818186,10.0,,,,,,,,,,,,,,,,,,,,,,,,
BCYRN1,-0.093358468365,0.16730000163814748,34.0,,,,,,,,,,,,,,,,,,,,,,,,
BDKRB1,-0.02169853762,0.12367923857362255,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BDNFOS,-0.0716224412,0.23479304331064504,29.0,,,,,,,,,,,,,,,,,,,,,,,,
BEAN,0.1565913001,0.10500520667322331,9.0,,,,,,,,,,,,,,,,,,,,,,,,
BEX1,-0.22906707070000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BEX4,-0.2064972289,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BEYLA,0.1189832859,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BHLHE22,-0.1424235778,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BMP8B,0.12028431380000001,0.08941851761397068,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BMS1,-0.1594443706,0.16587539548820898,7.0,,,,,,,,,,,,,,,,,,,,,,,,
BMS1P4,-0.09912722044,0.10652839145731759,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BOD1L,0.0004219456200000001,0.11342241263730002,12.0,,,,,,,,,,,,,,,,,,,,,,,,
BPESC1,0.1302909231,0.07158852532515088,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BPIL1,0.2472638416,0.2652504761513372,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BPIL2,-0.09560543175000001,0.08719739577968627,11.0,,,,,,,,,,,,,,,,,,,,,,,,
BPIL3,0.16860977440000002,0.2590033380332329,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BRP44L,-0.12566554967,0.07897396380720215,4.0,,,,,,,,,,,,,,,,,,,,,,,,
BRUNOL4,0.1222660709,0.1458155499766743,61.0,,,,,,,,,,,,,,,,,,,,,,,,
BRUNOL5,0.1717402315,0.12865112063065137,14.0,,,,,,,,,,,,,,,,,,,,,,,,
BRUNOL6,0.1348391429,0.1292698950577803,9.0,,,,,,,,,,,,,,,,,,,,,,,,
BRWD2,-0.11325762249999999,0.09700024648020913,14.0,,,,,,,,,,,,,,,,,,,,,,,,
BTBD12,0.099738553635,0.17547367115284201,6.0,,,,,,,,,,,,,,,,,,,,,,,,
BTF3L4,0.047807726275000004,0.13138022383669992,6.0,,,,,,,,,,,,,,,,,,,,,,,,
BTN2A3,-0.132414516195,0.28225430205900703,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BTNL2,-0.09498662002999998,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BXDC1,-0.1029795713,0.11812549821406519,9.0,,,,,,,,,,,,,,,,,,,,,,,,
BXDC2,0.030515531560000003,0.18199563154629592,3.0,,,,,,,,,,,,,,,,,,,,,,,,
BXDC5,-0.1259524698,0.055524831696013424,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf104,-0.055403547445000006,0.2031200322621491,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf110,-0.101028628215,0.15861699902374388,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf119,0.05302938963000001,0.09867017779847659,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf139,-0.04813588831,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf140,0.009311106085000007,0.20441981955763763,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf18,-0.06123516249,0.13186099431521242,17.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf26,0.1019601475,0.1419033938669493,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf27,-0.03137248142,0.22272828950039686,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf28,0.07063548625,0.18444977403848503,21.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf4,0.044742098949999996,0.1305677206680942,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf40,0.008633710196999999,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf41,-0.2332993379,0.06027753025996701,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf46,0.077678838495,0.1557696340826673,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf51,0.001749820367,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf58,0.03842919345,0.2249403947268748,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf71,-0.10000611359,0.15314953414823257,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf72,-0.05250025638,0.17672226311410913,20.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf75,-0.025452105599999997,0.4763723937631619,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf78,0.058259295756,0.07014393435850083,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf79,0.04664420455,0.13996066135085763,27.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf81,0.0603952353,0.11764939062813823,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf84,-0.05589585463999999,0.13764603143656556,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf92,0.092814388705,0.15987002651056562,20.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf93,0.21874624480000002,0.410574982467304,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf96,-0.09399773427,0.13072799910600416,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C10orf97,-0.2211040084,0.13531785074634017,17.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf17,-0.3743756796,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf20,0.6010645965,0.4733382838421683,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf34,0.0827116645,0.05131754495633601,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf36,0.07938125493,0.20726603572386762,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf51,0.27389261870000003,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf60,0.08694694975,0.12397755478524453,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf61,0.013107980870000004,0.22323430744359657,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf64,0.0157761241,0.1682760475641646,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf66,0.1844991085,0.29237141052705645,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf79,0.1147064276,0.1378480418229389,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf90,0.09432537255000001,0.08823418399731278,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C11orf92,-0.1572117261,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf11,0.06988292157,0.09077007054341141,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf12,0.012144055890000002,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf24,0.1707385905,0.15889450905259198,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf27,0.2666526821,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf30,0.09254074974,0.14669736838423816,17.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf36,0.160564113585,0.10106394439476712,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf41,0.074136565735,0.16768120570363626,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf47,0.2628223971,0.1808553157776348,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf48,0.015462483326,0.1426840417687709,16.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf51,0.083906091655,0.1517784998585466,30.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf61,0.17095811319999998,0.05778938922270006,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf62,0.092930121005,0.029005332349640034,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf63,-0.0334232376,0.1421327614757221,24.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf68,0.05370128449,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C12orf72,-0.0146560063,0.07967499603737364,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf1,-0.06485020892000001,0.3038066008767224,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf15,0.05003465049,0.08514730949660393,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf16,0.2762912603,0.13701061145860763,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf18,-0.20876854025000002,0.11998815150823687,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf23,-0.227302292,0.19348676046244087,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf26,-0.0988734102,0.11546185126650697,9.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf27,-0.1147219908,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf28,0.07371949902000001,0.12451225779194847,9.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf29,-0.22178776390000002,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf3,-0.2278672865,0.15576980256253603,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf30,-0.11543785609,0.2634081496113695,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf31,-0.1782857291,0.13732681662028623,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf34,-0.2556251659,0.12301189505701335,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf36,-0.19591060794999998,0.03502398756339879,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf37,-0.2619006165,0.2273879521776322,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf38,-0.1150923725,0.119379642729387,25.0,,,,,,,,,,,,,,,,,,,,,,,,
C13orf39,-0.1150980827,0.07386419574757382,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf100,-0.18254028145,0.1287743798366337,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf104,-0.033744322939999995,0.18762542095368437,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf106,-0.1615590108,0.12946425139079468,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf115,0.018043611274999996,0.11460581369364363,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf128,-0.26090367745,0.07980189944623532,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf132,-0.08871237758,0.12096889407024564,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf135,-0.22645676985000002,0.06614358148162024,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf138,-0.002226467204,0.1824340339519488,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf139,0.006470892111,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf143,-0.1250725942,0.12481508457418025,33.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf145,-0.17644341510000003,0.16115254383665917,95.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf147,0.01988246585,0.22346071669058687,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf148,-0.19756789470000002,0.08708535986518302,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf153,-0.04832589975,0.15653509226450096,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf156,-0.05163530422,0.0882586925206358,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf162,-0.1706573893,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf165,-0.16246819769999998,0.05741226956855613,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf167,0.17026925045,0.04674145946463565,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf174,-0.1096772382,0.0757039558795686,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf181,0.08761619467000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf21,-0.17979442550000002,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf23,-0.07080833529,0.07234564978837124,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf33,0.1160927422,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf34,-0.3168893686,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf4,-0.110506850996,0.16635437466263953,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf48,0.043697943365000005,0.14305470491942449,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf49,0.06811518057,0.1585515957470798,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf50,-0.11041170657999999,0.19517251199518884,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf53,-0.04249115206,0.13373831160623337,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf64,-0.12382052319999999,0.10271359392549698,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf68,-0.00231050677315,0.20216965574205167,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf70,-0.009949378469999999,0.12009836003696214,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf73,0.11660157040000001,0.090410111316885,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf83,-0.037283603480000004,0.14699464597451076,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C14orf86,0.077862661835,0.2061106398419035,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf17,0.12682624059499997,0.2306431873434036,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf2,0.23839098949999998,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf21,0.052904826735,0.08539762526512286,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf24,0.0563756721,0.1745675119549834,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf29,0.009363633204,0.12395995397607248,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf34,0.1158504982,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C15orf58,0.076211103,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf14,0.5604292707999999,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf35,0.1218600037,0.16595062783440181,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf61,-0.0233471286465,0.158681232546888,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf63,0.011321063909999998,0.10256382095279548,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf65,0.1331846706,0.11770432779692397,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf67,0.06296362244,0.19706839499710213,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf68,-0.038643091069999996,0.172250117545933,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf75,0.019661374125,0.16027602858626935,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf81,-0.14603825480000002,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf82,0.18827279783,0.3104970303093127,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf84,0.2516042306,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C16orf89,0.13523896948499997,0.23367536910164827,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf103,0.12827010986999998,0.10067786595193008,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf37,-0.048086154129999996,0.01972782158140749,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf42,0.04855369368,0.17982328087227664,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf44,0.07130948409,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf45,0.06770125562000001,0.08411338957625156,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf53,0.126120095275,0.13723530219329874,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf54,-0.02118668853,0.15259173118438402,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf55,0.28552988804999996,0.1856987898343437,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf60,0.128763451,0.24702883132744385,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf63,-0.05256382166,0.1537338051659585,19.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf65,-0.02774147796,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf68,0.2875448867,0.19030404353674515,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf69,0.134779462,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
